from_city;from_country;from_aeroport;to_city;to_country;to_aeroport;days;depTime;arrTime;flight;aircraft;travelTime
Abha;Saudi Arabia; AHB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;15;5;7;16:30;18:45;SV1532
Taif;Saudi Arabia; TIF;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;10:50;12:05;SV1699
Abha;Saudi Arabia; AHB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
YanbuAlBahr;Saudi Arabia; YNB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Abha;Saudi Arabia; AHB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Accra;Ghana; ACC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Bamako;Mali; BKO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;245;45;7;09:05;10:00;SV1698
Beirut;Lebanon; BEY;Amsterdam;Netherlands; AMS;2018-01-05;2019-01-05;;10:10;20:50;ME576;332;8H40M
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-01-05;2019-01-05;;01:05;08:25;ME575;332;9H20M
Dakar;Senegal; DSS;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;12:20;15:10;KQ520
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;16:45;19:40;KQ521
Lagos;Nigeria; LOS;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;16:45;19:40;KQ521
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;16:45;19:40;KQ521
Nairobi;Kenya; NBO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;20:30;05:55+1;KQ521
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;08:25;11:30;KQ520
Ouagadougou;Burkina Faso; OUA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;08:25;11:30;KQ520
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;235;5;7;08:25;11:30;KQ520
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;19:25;05:40+1;AF521;789;9H15M
Abidjan;Cote d'Ivoire; ABJ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:55;17:10;AF520;789;8H15M
AlAin;United Arab Emirates; AAN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:55;17:10;AF520;789;8H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:55;17:10;AF520;789;8H15M
Amman;Jordan; AMM;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:55;17:10;AF520;789;8H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:55;17:10;AF520;789;8H15M
Amsterdam;Netherlands; AMS;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:30;14:00;KL3949*;EQV;7H30M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
Athens;Greece; ATH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
Bahrain;Bahrain; BAH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
Bangkok;Thailand; BKK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:25;05:50+1;KL3948*;EQV;6H25M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-29;3;7;21:30;08:50+1;CZ4737*;789
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;134;34;67;01:10;06:20;CZ4732*
Beirut;Lebanon; BEY;Amsterdam;Netherlands; AMS;2018-01-02;2019-01-02;;23:55;01:25+1;ME415;320;3H30M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-03;2019-01-05;5;7;21:55;03:00+1;ME412;320
Belgrade;Serbia; BEG;Amsterdam;Netherlands; AMS;2018-01-03;2019-01-05;5;7;21:55;03:00+1;ME412;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-03;2019-01-05;5;7;21:55;03:00+1;ME412;320
Bengaluru;India; BLR;Amsterdam;Netherlands; AMS;2018-01-03;2019-01-05;5;7;21:55;03:00+1;ME412;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-03;2019-01-05;5;7;21:55;03:00+1;ME412;320
Brisbane;Australia; BNE;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:30;17:35+1;KL3896*;789;14H5M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:25;07:00+1;KL3897*;789;14H35M
Brussels;Belgium; BRU;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:25;07:00+1;KL3897*;789;14H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:25;07:00+1;KL3897*;789;14H35M
Cairo;Egypt; CAI;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:25;07:00+1;KL3897*;789;14H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:25;07:00+1;KL3897*;789;14H35M
Chengdu;China; CTU;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;08:10;19:00;CZ4735*
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;20:20;00:50+1;CZ4736*
Chennai;India; MAA;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;20:20;00:50+1;CZ4736*
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;20:20;00:50+1;CZ4736*
Colombo;Sri Lanka; CMB;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;20:20;00:50+1;CZ4736*
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-29;13;3;6;20:20;00:50+1;CZ4736*
Dammam;Saudi Arabia; DMM;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:35;21:55;SV6197*;320;1H20M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
DarEsSalaam;Tanzania; DAR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Delhi;India; DEL;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Dhaka;Bangladesh; DAC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Dubai;United Arab Emirates; XNB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Dublin;Ireland; DUB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Duesseldorf;Germany; DUS;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Frankfurt;Germany; FRA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Genoa;Italy; GOA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
HoChiMinhCity;Vietnam; SGN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
HongKong;SAR; HKG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Hyderabad;India; HYD;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Islamabad;Pakistan; ISB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:45;01:00+1;SV6913*;320;1H15M
Jakarta;Indonesia; CGK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:50;22:30;GA9044*;EQV;8H40M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;00:05;05:45;GA9045*;EQV;8H40M
Jeddah;Saudi Arabia; JED;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;3;5;19:00;22:25;SV575;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Johannesburg;South Africa; JNB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Karachi;Pakistan; KHI;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Kathmandu;Nepal; KTM;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Khartoum;Sudan; KRT;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Kochi;India; COK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
KualaLumpur;Malaysia; KUL;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Kuwait;Kuwait; KWI;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Lahore;Pakistan; LHE;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
London;United Kingdom; LCY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
London;United Kingdom; LHR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;20:55;SV6112*;320;2H35M
Madinah;Saudi Arabia; MED;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;3;5;19:00;20:55;SV575;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;16:00;19:20;SV6139*;320;2H20M
Madrid;Spain and Canary Islands; MAD;Amsterdam;Netherlands; AMS;2018-12-02;2018-12-02;;14:00;19:35;UX1986;332;8H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-12-01;2018-12-01;;18:55;04:50+1;UX1987;332;6H55M
MaheIsland;Seychelles; SEZ;Amsterdam;Netherlands; AMS;2018-11-09;2018-12-09;13;3;67;02:40;07:20;AZ5615*
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
Male;Maldives; MLE;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
Manchester;United Kingdom; MAN;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
Manila;Philippines; MNL;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-01-17;2019-01-31;1;567;20:20;01:00+1;AZ5612*;320
Melbourne;Australia; MEL;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:55;05:20+1;KL3946*;789;13H25M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:30;05:35+1;KL3941*;789;14H5M
Milan;Italy; MXP;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;02:55;07:00;AZ7067*;EQV;7H5M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
Moscow;Russian Federation; DME;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
Mumbai;India; BOM;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
Munich;Germany; MUC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
Muscat;Oman; MCT;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;10:00;19:10;AZ7070*;EQV;6H10M
Nairobi;Kenya; NBO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:45;13:05;KQ5500*;32A;5H20M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;14:05;20:10;KQ5501*;32A;5H5M
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:15;14:05;AF3803*;EQV;7H50M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:45;06:30+1;AF3802*;EQV;6H45M
Perth;Australia; PER;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:45;06:30+1;AF3802*;EQV;6H45M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:45;06:30+1;AF3802*;EQV;6H45M
Phuket;Thailand; HKT;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:45;06:30+1;AF3802*;EQV;6H45M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:45;06:30+1;AF3802*;EQV;6H45M
Riyadh;Saudi Arabia; RUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:05;SV6915*;320;2H0M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:55;01:35+1;VN3208*;320;1H40M
Rome;Italy; FCO;Amsterdam;Netherlands; AMS;2018-11-01;2018-11-30;;02:25;06:20;AZ7045*;332;6H55M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:15;13:05;AZ7039*;332;6H50M
Seoul;Korea; ICN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:10;11:45+1;KE7902*;EQV;8H35M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;00:15;05:50;KE7901*;EQV;10H35M
Shanghai;China; PVG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:20;10:25+1;MU8967*;789;8H5M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;23:35;06:00+1;MU8968*;789;10H25M
Singapore;Singapore; SIN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;23:35;06:00+1;MU8968*;789;10H25M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;23:35;06:00+1;MU8968*;789;10H25M
Sydney;Australia; SYD;Amsterdam;Netherlands; AMS;2018-12-05;2019-01-31;;09:40;06:40+1;KL3936*;EQV;14H0M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
Venice;Italy; VCE;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
Zurich;Switzerland; ZRH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
AbuDhabi;United Arab Emirates; AUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
Nairobi;Kenya; NBO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
Abuja;Nigeria; ABV;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:50;05:30+1;KL3939*;388;14H40M
