PersonId;Type;Abbr;LoyaltyId
140;Basic;FB;350270722
140;Basic;DT;807826118
141;Elite;SU;259628713
142;Basic;DT;951729912
142;Elite+;SU;596174742
142;Elite;FB;21240957
142;Elite;KE;545897878
144;Basic;DT;214354579
145;Elite;DT;963523495
146;Elite+;FB;460011980
147;Elite+;SU;670519454
148;Basic;FB;550884923
149;Elite;SU;598189659
150;Elite+;DT;486223255
151;Elite+;DT;930863024
152;Basic;KE;732148887
153;Elite+;SU;265735598
154;Elite+;FB;810160448
155;Basic;DT;750967540
156;Elite+;DT;290038003
157;Basic;FB;521235839
158;Basic;DT;382208836
159;Basic;FB;697151052
159;Elite+;DT;618608443
160;Elite;DT;759820270
161;Elite;SU;322877838
162;Basic;FB;472538873
162;Basic;KE;583484384
164;Basic;FB;475922346
165;Basic;DT;622747165
167;Basic;KE;28835199
168;Basic;FB;922299046
169;Basic;SU;53270304
171;Basic;KE;127764282
172;Elite+;KE;88024366
173;Basic;FB;855030500
174;Elite+;FB;335594849
175;Elite;FB;496073127
176;Elite;FB;518054445
177;Elite+;SU;707140328
177;Elite;FB;952959960
177;Elite+;DT;499741184
178;Basic;KE;12590296
178;Basic;FB;389489560
178;Elite+;DT;259662185
179;Elite+;KE;743068431
179;Elite;SU;480040368
180;Elite;DT;547581315
181;Elite+;SU;189986488
181;Elite+;FB;132292258
182;Elite+;DT;495876694
182;Basic;SU;391197196
184;Elite;SU;745579974
184;Elite+;DT;998713464
185;Elite;DT;758713962
185;Basic;FB;33213494
185;Basic;SU;82762637
186;Elite;DT;753484400
186;Elite+;FB;620896705
187;Basic;DT;114205441
188;Basic;DT;659785560
188;Basic;FB;448026567
188;Elite;KE;354815508
189;Basic;FB;499946549
190;Elite+;SU;817484818
191;Elite;DT;261726547
192;Elite+;KE;159845142
192;Elite+;DT;710617527
192;Basic;FB;215306687
192;Elite;SU;708832804
193;Basic;SU;343967086
195;Elite+;SU;803245823
196;Elite;SU;447359527
196;Basic;KE;840399748
197;Elite+;SU;689802001
198;Elite+;KE;417069447
199;Basic;FB;411171762
199;Elite;KE;347846651
199;Elite;SU;899391597
200;Basic;KE;913879451
201;Basic;KE;846596621
203;Elite;SU;779863853
203;Elite+;DT;350657238
203;Elite+;FB;926355704
204;Elite;KE;280946778
206;Basic;SU;625197104
206;Elite;FB;808358671
208;Elite+;FB;177932895
210;Basic;FB;278218706
211;Elite;KE;835319081
211;Elite+;DT;270623475
211;Basic;SU;300429163
213;Elite+;DT;473781282
214;Elite+;FB;2954198
215;Elite+;SU;763719261
216;Basic;KE;780057287
217;Elite;KE;463821576
218;Elite;KE;159133915
218;Basic;SU;853080305
218;Basic;DT;928368117
219;Basic;SU;608771201
220;Elite+;SU;580667062
220;Elite;FB;488334352
222;Elite;DT;277512352
223;Basic;FB;52278164
224;Basic;KE;801631457
225;Elite;SU;925262955
226;Elite;KE;267091743
227;Elite+;FB;701569325
228;Elite+;FB;109304880
228;Elite+;SU;107398285
228;Elite;DT;916939306
229;Elite+;FB;589162840
230;Basic;FB;848929853
231;Elite+;DT;953437326
232;Elite+;SU;861881521
233;Basic;FB;22648431
234;Basic;SU;540050748
235;Basic;DT;69265187
235;Elite+;FB;468260247
235;Elite+;KE;551777625
237;Elite+;SU;259631430
237;Basic;DT;643997448
237;Elite;FB;456345292
238;Elite;KE;378322605
240;Elite+;SU;757522887
241;Elite+;DT;349555383
242;Basic;KE;311208610
243;Basic;DT;437795208
243;Basic;SU;570771478
243;Elite;KE;659691510
243;Basic;FB;329343344
244;Elite;SU;422296240
245;Elite;KE;160387182
246;Basic;KE;508540383
246;Elite;DT;807556353
246;Basic;SU;983603192
248;Elite;DT;680047245
251;Elite;SU;960662020
252;Elite;KE;738406643
253;Basic;DT;771535747
254;Elite+;FB;640564808
255;Elite+;DT;132730237
256;Elite;FB;451443613
256;Elite;SU;713394428
256;Elite;DT;565643423
257;Basic;DT;456646533
258;Elite;KE;714415698
259;Basic;FB;877807639
259;Elite;KE;298854227
259;Basic;SU;672155654
260;Elite;SU;498873567
261;Elite;SU;415057220
262;Basic;SU;94816220
264;Elite+;FB;193809764
265;Elite+;DT;976303370
265;Elite;SU;895007152
265;Elite+;KE;309266473
265;Basic;FB;864747446
266;Elite+;KE;153944131
267;Elite;SU;582611346
268;Basic;DT;748851037
269;Elite+;DT;313520918
270;Basic;DT;859626340
270;Basic;KE;109669572
270;Elite;SU;803129508
271;Basic;DT;957231663
271;Elite;FB;846190605
271;Elite+;KE;310927524
272;Elite;KE;614973076
273;Basic;FB;376284577
273;Basic;DT;710517861
273;Elite+;SU;932726166
274;Elite;DT;773934514
275;Elite+;SU;327237938
275;Basic;FB;9246569
275;Elite;KE;819209929
276;Basic;FB;908327260
277;Basic;DT;6492707
278;Basic;DT;439217850
279;Elite;SU;688023716
280;Basic;SU;893082231
281;Elite+;DT;83913483
281;Elite+;FB;401182390
282;Elite+;FB;533073780
282;Basic;KE;58149655
282;Elite+;DT;47100871
283;Elite+;KE;536946941
284;Basic;SU;462522001
284;Elite+;KE;921524731
285;Elite+;KE;44937931
286;Elite;DT;461171445
287;Elite;FB;508700917
287;Basic;DT;997698611
288;Basic;DT;663014805
290;Basic;SU;102376059
291;Basic;SU;501598988
292;Basic;SU;918010612
292;Basic;DT;762013273
292;Elite;FB;147845760
293;Elite+;SU;597519592
295;Elite+;KE;87456358
295;Elite;DT;820574277
295;Elite;SU;625004418
295;Elite;FB;259960561
296;Elite;SU;602818757
296;Elite;FB;289043988
296;Elite+;DT;128466135
297;Elite;SU;145701359
298;Basic;DT;288560551
299;Basic;SU;579988415
300;Elite;SU;399997216
300;Elite+;FB;2695782
301;Elite;SU;858492041
301;Elite;KE;712985095
302;Basic;SU;683724102
302;Basic;KE;740907830
303;Elite;KE;424156796
303;Basic;DT;528513104
303;Elite;FB;451999809
304;Elite+;DT;833657253
304;Elite;SU;192694205
306;Elite;SU;275157612
307;Elite+;FB;505222645
308;Elite;KE;454293628
309;Basic;FB;43535732
310;Elite+;KE;678369877
311;Elite+;KE;105322772
314;Basic;DT;400684990
314;Basic;KE;90925645
315;Elite+;KE;626417557
316;Basic;KE;576589195
316;Elite+;SU;866499047
317;Basic;SU;392671947
318;Elite;FB;150666368
318;Basic;SU;878329932
318;Elite+;DT;953292627
318;Basic;KE;930133892
320;Elite;FB;674812893
320;Elite;DT;130548242
321;Elite+;FB;931575388
321;Basic;SU;384535173
322;Elite+;SU;857299369
323;Elite;KE;810847828
324;Basic;FB;491480431
325;Basic;SU;741192744
325;Basic;KE;301542261
326;Basic;SU;487691245
326;Elite+;FB;253159701
327;Elite;KE;531101445
331;Elite;SU;137626503
331;Elite+;KE;189842258
331;Elite+;DT;289044152
332;Elite;FB;278601721
334;Basic;SU;203465132
335;Elite;DT;680370237
336;Elite;DT;448353151
337;Elite+;SU;177983487
337;Elite;KE;193891351
338;Basic;FB;61010504
339;Elite;SU;85879842
339;Basic;DT;525835730
340;Elite+;KE;425135982
341;Elite;SU;630495347
341;Elite;DT;585213403
341;Elite+;FB;198928297
341;Basic;KE;158655260
342;Elite;KE;869282798
343;Basic;SU;35891298
344;Elite;FB;205594618
344;Elite;DT;620105005
345;Elite;DT;542872209
346;Elite+;SU;127661009
347;Elite+;FB;85655055
347;Basic;SU;991847086
347;Basic;KE;354660244
349;Elite;DT;51656861
349;Elite+;FB;800028475
349;Elite+;SU;537375623
349;Basic;KE;74148006
350;Elite;SU;472296927
351;Elite;FB;544196683
351;Elite;KE;263508924
351;Basic;DT;831441176
352;Elite+;FB;216156679
352;Elite+;SU;973184366
353;Elite;SU;595445065
353;Basic;DT;98028071
354;Elite+;SU;693246994
355;Elite+;SU;73016283
356;Elite;DT;87742729
356;Elite+;FB;113669266
356;Elite+;KE;824297373
356;Elite+;SU;319285906
358;Elite;DT;60396894
359;Elite;FB;461050409
360;Basic;FB;384683889
361;Elite;SU;325264066
361;Basic;FB;501501956
362;Basic;FB;816559086
363;Elite+;KE;966416725
364;Elite;KE;343932137
365;Basic;KE;568418790
365;Elite;SU;501707820
365;Elite;FB;505092782
365;Elite+;DT;773987556
366;Basic;KE;730042398
367;Elite+;KE;723529187
368;Basic;SU;43350107
369;Elite+;FB;422033118
369;Basic;KE;447466077
370;Elite;FB;528395430
371;Elite;FB;727042914
371;Elite;KE;425098052
371;Elite;DT;491267354
371;Elite+;SU;155340303
372;Elite;FB;389413616
373;Elite+;SU;907816792
374;Basic;KE;780865370
375;Elite;KE;726602181
376;Basic;DT;806989582
376;Elite+;FB;325912183
376;Elite+;SU;70213907
377;Elite;FB;528425237
379;Elite;SU;20598518
380;Elite;SU;886606259
381;Elite+;DT;891716606
381;Basic;FB;921909009
382;Elite+;FB;869928464
383;Elite+;FB;785798379
384;Basic;DT;756871596
385;Elite;FB;664272068
387;Basic;KE;635117990
389;Elite;KE;99088274
390;Elite;DT;211596535
390;Basic;FB;419249147
390;Elite+;KE;660247727
391;Elite+;KE;206306274
392;Elite;SU;703439476
394;Elite+;KE;876789055
394;Elite+;SU;690775564
394;Basic;FB;883285788
395;Elite;FB;75117195
396;Elite;KE;986994773
398;Elite+;FB;51594883
398;Elite;SU;398791626
399;Basic;FB;373875441
400;Elite+;DT;870971391
402;Elite;FB;647415333
402;Elite+;KE;198755325
403;Basic;SU;125581219
404;Basic;DT;362820197
404;Basic;FB;63482641
405;Basic;KE;979588723
406;Basic;DT;483947833
406;Basic;FB;904387285
406;Elite;KE;336402638
407;Elite;SU;932124959
408;Elite;DT;75524748
409;Elite;DT;663499755
410;Basic;KE;75925954
410;Elite+;SU;791082410
411;Basic;DT;441750234
412;Elite;SU;525105871
413;Basic;KE;269761904
413;Elite;FB;3682613
413;Elite+;DT;785084624
414;Elite;FB;575908532
416;Basic;SU;304404407
416;Basic;DT;880926056
417;Elite;SU;453688547
417;Elite+;KE;729300955
418;Elite;FB;909963599
419;Basic;FB;215811178
420;Basic;DT;189227742
421;Elite+;SU;477221350
422;Elite+;SU;894996793
424;Elite+;KE;961879249
424;Elite+;DT;641671982
425;Basic;KE;916177763
426;Elite+;SU;136811899
427;Elite+;SU;148431806
429;Elite;SU;537108003
430;Elite+;DT;232855127
431;Basic;DT;209981334
432;Basic;KE;882073588
433;Elite+;SU;616301797
433;Basic;KE;466136092
434;Elite+;DT;410646025
436;Elite+;SU;13018817
437;Elite;FB;630742243
438;Elite;FB;940115476
439;Basic;KE;503843322
440;Basic;SU;616663053
441;Elite+;FB;872506855
442;Elite;SU;998025262
442;Basic;DT;236110704
443;Basic;FB;405478516
443;Elite+;SU;766732684
443;Elite;DT;187507834
443;Elite+;KE;509302621
444;Elite;FB;780917784
445;Elite;FB;168613433
446;Elite;SU;742997470
448;Basic;KE;340108870
449;Basic;KE;497918775
449;Elite;SU;427566736
449;Elite;DT;922337045
450;Basic;FB;11573565
450;Elite;KE;83418030
452;Basic;KE;695770470
453;Elite;FB;477575018
454;Elite;KE;523673435
455;Elite+;DT;712907206
457;Basic;KE;294863244
458;Elite;DT;680436521
459;Basic;KE;561143649
460;Elite+;SU;391867794
460;Elite+;DT;970000318
463;Basic;FB;242513831
463;Elite+;DT;497702152
464;Elite+;SU;698170274
465;Elite;FB;110190662
465;Elite+;DT;221410545
466;Elite+;FB;985613804
467;Basic;DT;244574449
468;Elite;FB;148304826
469;Elite;DT;183427106
469;Basic;SU;615446385
469;Elite;KE;250389120
470;Basic;FB;550590579
473;Elite;KE;944084252
474;Basic;KE;559311860
474;Basic;DT;41185169
475;Elite+;KE;526916962
476;Basic;SU;807965662
476;Elite;KE;709794983
476;Elite;FB;933458827
476;Elite;DT;84726179
477;Basic;FB;171385762
478;Elite;DT;519983349
479;Elite;FB;226831419
480;Basic;SU;961055877
482;Elite;SU;811144866
483;Elite;FB;471778755
484;Elite;SU;355740943
484;Elite+;KE;385932278
484;Elite+;DT;255530929
487;Elite;FB;465326483
488;Elite+;FB;509371567
489;Basic;DT;745444174
490;Elite+;DT;618310838
491;Elite;FB;836501972
492;Basic;SU;765216987
493;Elite+;SU;994117083
494;Basic;KE;919508114
495;Basic;FB;481889628
496;Elite;SU;904307300
497;Elite+;SU;473697793
497;Elite;KE;460395723
497;Elite+;DT;195368384
498;Basic;FB;587313969
499;Elite+;FB;782905055
499;Elite+;DT;76229040
499;Elite;SU;288594251
500;Elite+;DT;269327904
500;Elite;KE;743934352
501;Basic;SU;638257528
502;Elite+;FB;366913552
503;Elite+;SU;915843745
504;Elite;FB;755378804
504;Elite+;SU;30780190
505;Basic;SU;150589718
506;Elite+;SU;554680024
506;Elite;KE;799113951
507;Elite+;FB;301874489
507;Elite;SU;8818780
507;Elite+;DT;187906812
508;Elite;DT;579002655
509;Elite+;DT;565039043
510;Elite+;DT;809781686
510;Basic;SU;371845776
511;Elite+;KE;308317499
512;Elite+;FB;775622652
513;Basic;DT;807136125
513;Elite+;KE;299811201
513;Elite;FB;255525476
513;Elite;SU;998254849
514;Elite+;KE;113426968
515;Elite+;SU;420003678
516;Elite+;SU;647600830
516;Basic;FB;513047396
516;Elite+;DT;46844562
517;Basic;DT;747616081
518;Elite+;DT;74607387
519;Elite+;SU;220814084
521;Elite+;FB;708196908
521;Basic;KE;947782809
523;Elite;FB;531714308
523;Elite+;DT;83132058
523;Elite;SU;707693749
524;Elite+;DT;52876809
525;Elite;SU;233041538
526;Basic;SU;99411568
527;Elite+;FB;250100539
527;Elite+;DT;144444833
528;Elite+;SU;263097768
528;Elite;KE;644412264
528;Elite+;DT;433475570
528;Elite;FB;645747448
530;Elite;KE;410724559
531;Basic;SU;80739680
531;Elite;FB;191308769
532;Elite+;KE;382033604
533;Elite+;DT;718633038
534;Elite;FB;427661223
534;Elite;DT;408997808
534;Basic;SU;544397263
535;Basic;FB;200833125
536;Elite;FB;560269613
537;Basic;DT;786777896
539;Elite+;FB;3923916
540;Elite;SU;606402608
541;Elite;SU;880372054
541;Elite;FB;111416206
541;Basic;KE;979227536
541;Elite;DT;888077041
542;Elite;FB;554798584
543;Basic;FB;670826242
544;Basic;KE;834023139
545;Elite+;SU;949008289
545;Basic;KE;567753903
547;Basic;DT;269688534
548;Basic;FB;740230472
549;Elite;DT;227130286
550;Basic;SU;54267579
551;Basic;SU;502949883
552;Elite+;KE;768023088
552;Elite+;FB;352639893
553;Elite+;KE;467784928
553;Basic;SU;316564059
553;Elite;DT;411282315
554;Basic;SU;72475385
555;Elite;FB;841658961
556;Basic;SU;874976457
556;Elite+;FB;154269065
557;Elite+;DT;399199131
558;Elite;DT;196511208
559;Elite;DT;825924503
560;Elite;SU;953167801
562;Elite;KE;681824463
563;Basic;KE;866250481
564;Elite+;KE;883702724
564;Basic;DT;575241347
565;Basic;SU;541704830
566;Elite;FB;619929393
567;Basic;KE;242499359
567;Basic;DT;996275528
567;Basic;SU;984716305
568;Elite+;FB;75747120
569;Elite;SU;326106913
570;Elite+;DT;101048085
572;Basic;KE;204399713
573;Elite+;FB;687163661
573;Basic;SU;485890187
573;Basic;KE;783466648
573;Basic;DT;332054700
574;Elite+;DT;646773952
575;Basic;DT;602378050
575;Elite+;SU;915526667
576;Elite+;KE;491304234
577;Basic;FB;578962421
578;Elite;DT;608771397
579;Elite;DT;371352280
580;Elite+;SU;737727333
581;Elite+;KE;429377
581;Basic;DT;653627628
582;Elite+;DT;829982175
584;Basic;SU;60258427
586;Basic;SU;651489590
587;Elite+;SU;487048157
587;Elite+;FB;883739329
588;Elite+;FB;337413076
588;Elite+;SU;83151360
588;Elite+;KE;77477862
589;Elite;KE;694072991
589;Elite+;FB;361513787
590;Elite;DT;559399969
591;Elite+;DT;349241893
591;Elite+;SU;651336522
591;Elite;FB;850264410
593;Elite+;SU;949991633
594;Elite;FB;489861658
595;Basic;DT;57865457
596;Basic;SU;727395495
597;Elite+;FB;862222512
598;Elite;SU;590994089
599;Elite+;SU;212800083
601;Elite;DT;861437565
601;Elite;KE;782431578
602;Elite;SU;218667662
603;Basic;DT;884211287
604;Basic;FB;811851648
605;Elite+;SU;116365528
605;Basic;KE;659852187
606;Elite;FB;762995195
606;Elite+;DT;812966187
606;Basic;KE;354560117
607;Elite+;SU;409385507
608;Basic;KE;854160044
609;Elite+;KE;507089690
609;Basic;SU;727004576
609;Elite+;FB;852912762
610;Elite+;FB;67887864
611;Elite;SU;450469840
612;Basic;SU;940327324
613;Elite+;SU;273664419
613;Elite+;FB;260412275
614;Elite;FB;370814617
614;Basic;DT;741136602
615;Basic;DT;175803391
615;Elite;FB;692470621
615;Basic;KE;14833279
616;Elite+;FB;659432540
617;Basic;KE;819874390
618;Elite;KE;481860409
619;Elite+;KE;140475998
619;Elite+;FB;86303196
620;Elite;KE;574543806
622;Elite+;FB;572156981
623;Elite;DT;343212417
625;Elite+;KE;864802256
625;Basic;FB;569515634
626;Basic;DT;262030452
627;Elite;SU;458049505
628;Elite+;SU;509070635
629;Elite;SU;380275466
630;Elite;DT;766282378
630;Elite+;FB;295892505
630;Basic;KE;641636360
630;Elite+;SU;594730166
631;Elite+;FB;305601551
632;Elite;SU;893978105
633;Elite+;FB;948056746
633;Elite;SU;768055505
633;Basic;KE;769274109
633;Basic;DT;681577686
635;Elite+;DT;955990285
636;Basic;DT;364991136
637;Elite;FB;96843047
638;Basic;KE;877863235
639;Basic;SU;612388836
640;Elite;SU;680979288
642;Basic;SU;950731218
642;Elite;DT;412980104
643;Elite;DT;921151337
643;Basic;FB;634850202
644;Basic;DT;781833623
644;Elite+;SU;255576752
645;Elite+;KE;686537270
646;Elite+;SU;246005701
647;Elite+;SU;308336343
648;Basic;SU;402905790
649;Elite+;KE;814029706
649;Elite+;DT;445261534
649;Elite;FB;823843609
650;Basic;FB;171577355
650;Elite+;KE;828196413
651;Basic;FB;22296120
651;Basic;KE;449812915
652;Basic;FB;67005755
653;Elite;SU;346770305
653;Elite;DT;622901446
654;Elite;KE;465028633
655;Basic;KE;351457114
655;Elite;DT;121763584
656;Elite;FB;794173187
657;Basic;SU;683178112
657;Basic;DT;836704601
657;Basic;KE;113227963
658;Elite;SU;230688055
658;Elite+;FB;2721415
658;Elite;KE;928378735
659;Basic;KE;926678218
660;Elite;DT;299160350
661;Elite;SU;568105575
661;Elite+;KE;189506190
662;Basic;FB;893801900
663;Basic;SU;293723395
663;Basic;KE;618577708
663;Basic;DT;48528890
664;Basic;SU;166052267
666;Elite;SU;71492229
668;Elite+;KE;968931948
669;Elite+;FB;969832707
669;Elite;DT;816602529
669;Basic;SU;542314564
671;Elite+;DT;152454441
672;Elite+;SU;174669760
672;Elite;DT;666346069
673;Elite+;SU;298613336
674;Elite+;DT;2702364
674;Basic;SU;752630106
675;Elite+;FB;255972207
675;Elite+;DT;785780404
675;Basic;SU;696202321
675;Elite+;KE;367864358
676;Elite;KE;842524717
677;Basic;DT;657012209
678;Elite+;SU;161180677
679;Basic;SU;852929092
680;Basic;SU;103814695
681;Elite;SU;540593477
682;Elite+;SU;953164692
683;Elite;FB;991171219
684;Elite+;FB;904948792
685;Elite+;DT;581922444
686;Elite+;KE;246055457
687;Elite;SU;813246372
688;Elite+;KE;17549573
689;Elite;KE;814230453
689;Elite+;DT;404513841
690;Elite;FB;545861830
691;Elite+;KE;133404245
692;Elite+;KE;211468117
693;Elite;KE;401226291
695;Elite;FB;725812312
696;Elite;SU;594879352
697;Elite+;KE;335901850
698;Elite;SU;656047585
699;Basic;DT;776088080
700;Elite;DT;674395979
701;Elite;KE;251869568
701;Elite;FB;763376700
702;Elite;FB;639308435
703;Elite;SU;654994272
703;Elite;FB;797349050
704;Elite;SU;558291640
705;Basic;KE;859709219
706;Elite;KE;648293553
707;Elite;DT;503938563
708;Elite+;KE;544747847
708;Basic;SU;860288013
712;Basic;KE;830250473
712;Elite;SU;667136365
713;Elite;DT;975300059
713;Basic;FB;289955066
714;Elite+;SU;993769825
715;Basic;FB;704790391
716;Basic;KE;343477011
716;Elite+;DT;178241102
718;Elite;DT;353262204
718;Basic;KE;93707651
719;Elite;FB;230248464
719;Basic;SU;179212668
719;Basic;KE;537653769
721;Elite+;DT;957527023
721;Elite;SU;225252029
722;Elite+;DT;474468365
724;Elite+;DT;465090112
724;Basic;KE;397695061
725;Basic;DT;600666832
726;Elite;KE;97611392
726;Basic;FB;170751956
726;Elite;DT;30565278
727;Basic;FB;461068831
728;Elite+;SU;857407821
729;Basic;SU;203986956
730;Elite+;SU;203691263
731;Elite+;KE;918212308
732;Elite;FB;723383456
733;Elite;SU;120637720
734;Elite+;SU;968466186
735;Elite+;KE;822994337
736;Elite;DT;893770592
736;Elite;SU;18257928
736;Basic;KE;126464169
737;Elite;SU;179007822
738;Basic;DT;344293838
739;Elite;KE;658022084
740;Basic;KE;180755219
740;Elite+;FB;360282389
740;Basic;SU;884478792
742;Elite+;FB;458836330
743;Elite;SU;971950889
744;Elite;FB;570634483
745;Basic;FB;440347734
745;Basic;SU;829532359
746;Elite+;FB;252313925
747;Elite;SU;772349802
747;Elite+;KE;970021671
747;Elite;DT;280490753
748;Basic;KE;16410022
749;Elite+;FB;164409581
750;Elite;SU;993228036
750;Elite;KE;80712883
750;Basic;FB;83249800
751;Elite+;DT;997776707
751;Elite+;SU;2035533
752;Elite;KE;509014311
753;Elite+;DT;140868063
754;Elite;FB;648539771
755;Elite+;DT;837497546
756;Basic;FB;441884413
756;Basic;KE;852119487
757;Basic;FB;880251219
757;Elite+;DT;595787272
758;Basic;SU;665359625
759;Elite+;DT;775803712
760;Basic;DT;565991830
760;Elite+;FB;771171075
761;Elite+;FB;226021185
762;Elite;SU;931542071
763;Elite;FB;381553430
764;Elite+;KE;502211700
765;Elite+;FB;424233828
765;Basic;SU;827731006
765;Basic;DT;90173544
766;Elite+;KE;502884905
767;Elite+;DT;368678023
767;Elite+;SU;971584355
767;Elite+;KE;456764917
767;Elite+;FB;796406223
768;Basic;DT;588414329
768;Basic;SU;364417884
769;Basic;KE;853717665
770;Elite+;DT;812239489
770;Elite;FB;63005407
771;Basic;SU;647384329
772;Basic;SU;221127688
772;Elite;FB;529027846
772;Basic;KE;418819148
773;Elite;KE;752961310
774;Elite;KE;485910131
775;Basic;DT;989135421
776;Basic;KE;208821475
777;Basic;FB;798029170
777;Elite;SU;175273110
778;Basic;SU;523093492
778;Basic;KE;746982945
778;Elite;FB;55557402
778;Elite;DT;260594753
779;Elite+;KE;98388321
780;Elite;DT;12197345
780;Basic;FB;29911156
781;Elite+;SU;159413513
781;Elite;DT;201212649
781;Elite+;KE;811194388
782;Elite;FB;402975746
782;Elite;DT;218481649
783;Elite;DT;833326742
784;Basic;KE;608107056
